doc_id,product_id,aspect_name,overall_sentiment,mentions_total,mentions_positive,mentions_negative,summary_text,doc_type,snippet_1_highlight,snippet_1_text,snippet_2_highlight,snippet_2_text,snippet_3_highlight,snippet_3_text
140b9c61-4a3c-4b90-b6a6-c1c44efc1506,B08CHPGTSF,Quality,Mixed,204,92,112,"Customers have mixed opinions about the headphones' quality, with some finding them good while others report low build quality and mention that they almost break after one week of use.",aspect_summary,Very low in quality,""" Very low in quality . I got the product with the mic ler loose and shaking inside the mouth peice. One of the ear peice is so shivering....""",Build Quality,"""... Build Quality (1.5/5): Lightweight but fragile with a cheap plastic feel....""",Very bad quality,""" Very bad quality no voice coming and in 12 days it stop working"""
cf68a200-b3ed-47ae-8075-c0a963b2dbf6,B08CHPGTSF,Comfort,Mixed,24,9,15,"Customers have mixed opinions about the headphones' comfort, with some finding them comfortable while others report ear pain.",aspect_summary,uncomfortable,"""...Comfort (2/5): Limited adjustability and poor padding make it uncomfortable ....""",cushion pad is soft,"""...Other than this, this is good. The cushion pad is soft , light weight, wire length is long (around 1 metre). This has two pins (Green & Orange)....""",ear peice is so shivering,"""...One of the ear peice is so shivering . Butter spend some extra go for a beter one."""
b20b32ec-1716-4845-b503-803b3e9715f5,B08CHPGTSF,Mic functionality,Negative,128,3,125,"Customers report significant issues with the microphone functionality of these headphones, with multiple customers noting that it stops working after a week of use.",aspect_summary,mic issue,"""But mic was not clear comfortable 10/10 easy to use 10 but mic issue """,only one side is working,"""Only issue observed is that only one side is working after around 1 or 2 weeks. Other than this, this is good....""",MIC quality is bad not functioning properly,""" MIC quality is bad not functioning properly """
6ade973a-75eb-4a87-a6cf-8294ce666759,B08CHPGTSF,Fit,Negative,53,7,46,"Customers report that the headphones are very loose and don't sit properly on the head, particularly noting that they are too big for children's ears.",aspect_summary,mic ler loose,"""Very low in quality. I got the product with the mic ler loose and shaking inside the mouth peice. One of the ear peice is so shivering....""",not fitting,"""...is good, slightly good for gaming, appearance isn't good, not fitting , cord is slightly bad""",Too large for small head,"""...Donot know how land it will last. Too large for small head and cannot be adjusted. Sound quality ok"""
2d85b401-b92f-4198-aef7-45fd1eafc0fb,B08CHPGTSF,Wire quality,Negative,25,4,21,"Customers report issues with the headphone wires, noting that they are thin and prone to coming out of the headphones, with multiple customers mentioning that they get damaged.",aspect_summary,wire are very bad quality,"""Nice but the wire are very bad quality and not it repair again""",WIRE IS NOT WELL COATED,"""...DON'T REACH YOUR LIPS, HEADPHONE 🎧 SOUND CAN'T INCREASE MORE, WIRE IS NOT WELL COATED , THERE IS A CHANCE OF TORN.PRICE IS GOOD AT ALL....""",Cable is pretty thin,"""...Mic bar is loose, can't stay in any angle, 3. Cable is pretty thin and jacks are not sturdy. 4. Left speaker buzzes on bass sound."""
1bdf2b22-b4ec-4f2e-bd64-64cd64637f2d,B08CHPGTSF,Volume control,Negative,21,0,21,"Customers report issues with volume control on these headphones, noting that there are no volume adjustment features and sound is virtually inaudible.",aspect_summary,no volume control or mute button,"""...The headset has no volume control or mute button . However, the sound is quite good, but mic sensitivity setting has to be kept at max....""",no audio in one side,"""...The plate inside the head phone is defective, no audio in one side . I had a bad experience with the zebcare Mysore.""",left audio comes from right side,"""...My ears are hurting while wearing these on my head and left audio comes from right side and the mic is not working 😑..."""
de946ea7-3760-4eed-9d62-02e2f6602896,B0D5HJNQD9,Sound quality,Positive,8,8,0,Customers praise the headphones' sound quality.,aspect_summary,bass3.5/5,"""...] This Siver colour boat 460 Head phones is good...sound 4/5 , bass3.5/5 , bluetooth connectivity 5/5, dolby sound not available in this...""",sound n base is good,"""Product is good .. sound n base is good , but with in 4 months only it has started troubling in charging, now it's not switching on....""",Best music by head phone,""" Best music by head phone hi deta he आप सच में beats सुनना चाहते है तो"""
8ea0f3cc-b0e6-4c43-a7f2-5c52d2231b5b,B0D5HJNQD9,Quality,Positive,5,5,0,"Customers find the headphones to be of good quality, with one customer noting they are better than the older version.",aspect_summary,Very nice product,""" Very nice product Best In BUDGET""",Product is good,""" Product is good .. sound n base is good , but with in 4 months only it has started troubling in charging, now it's not switching on....""",Amazing Quality,"""Looks classy. Amazing Quality . Can be connected to more that one device at once. Amazing battery life...."""
bd4d9fb0-bca8-426f-93e2-5e37380066d5,B0D5HJNQD9,Value for money,Positive,3,3,0,Customers find these headphones offer good value for money.,aspect_summary,cost is good,"""...I bought it Rs 999 +5 ( package charge) =1004 cost is good .. don't buy it more than this amount..""",totally value for money,"""...just 999rs on sale 🥳 and without any doubt just go for it, totally value for money .🤩...""",Worthy of its Price,""" Worthy of its Price ..."""
52a35933-b142-4e72-92a1-8c42ebe8e4fd,B0D5HJNQD9,Functionality,Negative,3,0,3,Customers report issues with the headphones not working properly.,aspect_summary,Not working,""" Not working and still nit able to replace even it is in warranty""",stopped working,"""Product is good but charging issues, stopped working . Within warranty so pls replace it....""",Product not working,""" Product not working ..."""
781cfdda-7de4-4b42-a481-c174dd160b8a,B0D5HJNQD9,Power off,Negative,3,0,3,Customers report issues with the headphones turning off unexpectedly.,aspect_summary,not switching on,"""...in 4 months only it has started troubling in charging, now it's not switching on ....""",often switch off during attending classes,"""...product, which is its irregular power off issue, it often switch off during attending classes pr any other thing I became very annoying for me and...""",frequently disconnecting,"""...okey, but if you are looking for bass than not recommended, frequently disconnecting , and mice issues...."""
d0d4d738-8cef-4b4b-95e8-1887d622fe1e,B0B5RL2G3S,Quality,Positive,102,75,27,"Customers find these headphones to be of good quality, particularly as gaming headphones, with one customer noting they work well with laptops.",aspect_summary,Fantastic product,"""Premium Feel at a Budget Price Fantastic product ! Build quality feels premium, and the ear cushions are very soft....""",Good product,""" Good product Bass quality nice But Sound quality medium Mic quality nice""",Not reliable,""" Not reliable . Mine came with a faulty mic and amazon doesn't handle the return or replacements you'll have to contact the manufacturer...."""
470871d2-1490-4f17-ab5f-cdfa9e868916,B0B5RL2G3S,Value for money,Positive,52,41,11,"Customers find the headphones offer good value for money, with one customer noting they are decent under $800.",aspect_summary,Budget Price,"""Premium Feel at a Budget Price Fantastic product! Build quality feels premium, and the ear cushions are very soft....""",Good value for money,""" Good value for money .Wire is braided, has a physical mic switch, cable is long, build is good for price, comfort is great, sound is okay , mic is...""",affordable,"""...They are amazing and affordable . The earcups look small in the Photos but they are Big enough and will fit perfectly for any ears...."""
7a951bf9-76f2-49fc-9e9f-8733e0954e9d,B0B5RL2G3S,Comfort,Positive,39,29,10,"Customers find these headphones comfortable with a soft cushion that prevents ear pain, and one customer compares the experience to a cinema hall.",aspect_summary,Premium Feel,""" Premium Feel at a Budget Price Fantastic product! Build quality feels premium, and the ear cushions are very soft....""",comfort is great,"""...a physical mic switch, cable is long, build is good for price, comfort is great , sound is okay , mic is great sound quality super....""",COMFORT,"""...This headphone is everything that you need. COMFORT :- The Ear Cups are big enough and fits amazing over the ears and covers whole ears...."""
